arcade_addr,rom_addr,role,window,operation_type,execution_class,evidence,safe_to_nop_after_replacement,safe_to_nop_reason,replacement_target,source_origin,patch_status,priority,confidence,notes
0x03A42C,0x03A62C,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A42C -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A432,0x03A632,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A432 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A47E,0x03A67E,Window control/helper instruction (cmpiw),C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> instruction 0x03A47E (Window control/helper instruction (cmpiw)).,NO,Active control/dispatch path; not a direct rendering writer.,none,register mirror,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `cmpiw #73,0xc0883a` in range `frontend_core`. Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]"
0x03A48C,0x03A68C,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A48C -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A522,0x03A722,Lives source copy: moves A5@(0x0036) into A5@(0x0100) active lives counter,none,staging,active_conditional_frontend,frontend entry 0x03A008 -> state branch -> 0x03A522.,NO,Seeds active lives value that drives HUD updates.,VDP SAT,workram,unpatched,required_now_frontend,High,Direct feed into lives anchor neighborhood.
0x03A54A,0x03A74A,Callsite feeding window path: call/jump to 0x03A552,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A54A -> 0x03A552.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3a552` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x03A552,0x03A752,"Read probe bypass: CMPI.B #48, 0xC09EA3 + BNE (read from C-window crashes BlastEm)",C,control/state,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> A5@(0) state check -> 0x03A552.,YES,Bypassed via forced BRA. Read from C-window address crashes Genesis (unmapped HW).,none,register mirror,already_patched,not_needed,High,"Opcode replaced to BRA past the CMP. 0xC09EA3 is PC080SN register, not nametable data. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03A55C,0x03A75C,Direct C-window write: MOVE.B #0x20 to 0xC09EA3 (PC080SN register write),C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> 0x03A55C (follows 0x03A552 probe path).,YES,Already NOPped. PC080SN register not needed on Genesis.,none,other,already_patched,not_needed,High,"NOP'd. 0xC09EA3 is a PC080SN control register, not nametable. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03A5E8,0x03A7E8,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A5E8 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A640,0x03A840,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A640 -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A6B2,0x03A8B2,Callsite 1: JSR 0x55DDC — sprite processing helper called from title state machine,D,copy,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine 0x03A6xx path -> JSR 0x55DDC. Leads to ADDRESS ERROR at 0x055D0A/0x055F0A path.,YES,NOPped in Build 141. Routine 0x55DDC causes ADDRESS ERROR on Genesis; not needed since sprite rendering is handled by render_frontend_sprite_layer().,VDP SAT,workram,already_patched,not_needed,High,NOP'd Build 141. Destination routine 0x55DDC unstable on Genesis. Sprites handled by direct VDP path in render_frontend_sprite_layer().
0x03A6B2,0x03A8B2,Callsite feeding window path: call/jump to 0x055DDC,none,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A6B2 -> 0x055DDC.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,already_patched,not_needed,Medium,Auto-added callsite from disassembly: `jsr 0x55ddc` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x03A6C4,0x03A8C4,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A6C4 -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A6FE,0x03A8FE,Direct C-window write: MOVE.W #0x2744 to 0xC08E7A + BRA (PC080SN sprite attr),C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine conditional branch -> 0x03A6FE.,YES,Already NOPped. PC080SN internal sprite attribute area; no direct Genesis equivalent.,none,other,already_patched,not_needed,High,"NOP'd. 0xC08E7A is PC080SN sprite attribute RAM, not nametable or SAT data needed for Genesis. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03A708,0x03A908,Direct C-window write: MOVE.W #0x2744 to 0xC08E66 (PC080SN sprite attr alt path),C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> 0x03A708 (alternate path from 0x03A6FE).,YES,Already NOPped.,none,other,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03A710,0x03A910,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A710 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A71C,0x03A91C,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A71C -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A72A,0x03A92A,Direct C-window write: MOVE.W D0 to 0xC08C62 (PC080SN sprite data),C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> 0x03A72A.,YES,Already NOPped. PC080SN internal sprite RAM.,none,workram,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03A732,0x03A932,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A732 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A818,0x03AA18,Active callsite: JSR 0x45DFA from frontend state path (sprite writer variant entry).,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick -> 0x03A008 state machine -> 0x03A7FA branch -> JSR 0x45DFA at 0x03A818.,NO,Callsite is part of live frontend sprite sequencing; remove only after equivalent SAT path confirmed.,VDP SAT,workram,already_patched,required_now_frontend,High,"Build 142 repair add: missing active D-window helper callsite coverage. Build 165: callsite now patched to JSR genesistan_hook_frontend_sprite_sat_refresh (direct VDP SAT refresh). Legacy 0x45DFA path no longer required at this callsite. Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A818,0x03AA18,Callsite feeding window path: call/jump to 0x045DFA,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A818 -> 0x045DFA.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `jsr 0x45dfa` Build 165: callsite now patched to JSR genesistan_hook_frontend_sprite_sat_refresh (direct VDP SAT refresh). Legacy 0x45DFA path no longer required at this callsite. Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A820,0x03AA20,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A820 -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A854,0x03AA54,Active callsite: BSR 0x41F5E from frontend state path (descriptor copy entry).,D,staging,active_conditional_frontend,genesistan_run_original_frontend_tick -> 0x03A008 state machine -> 0x03A832 path -> BSR 0x41F5E at 0x03A854.,NO,Part of live frontend sprite descriptor staging sequence.,VDP SAT,workram,already_patched,required_now_frontend,High,"Build 142 repair add: callsite remains active while callee entry is RTS-patched in current build. Build 165: callsite now patched to JSR genesistan_hook_frontend_sprite_sat_refresh (direct VDP SAT refresh). Legacy 0x41F5E descriptor-copy path bypassed by SAT refresh. Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A854,0x03AA54,Callsite feeding window path: call/jump to 0x041F5E,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A854 -> 0x041F5E.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x41f5e` Build 165: callsite now patched to JSR genesistan_hook_frontend_sprite_sat_refresh (direct VDP SAT refresh). Legacy 0x41F5E descriptor-copy path bypassed by SAT refresh. Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A860,0x03AA60,Callsite 2: JSR 0x55DDC — sprite processing helper (continuation path),D,copy,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine continuation path -> JSR 0x55DDC.,YES,NOPped in Build 141. Same reason as 0x03A6B2.,VDP SAT,workram,already_patched,not_needed,High,NOP'd Build 141. Sprite rendering handled by render_frontend_sprite_layer().
0x03A860,0x03AA60,Callsite feeding window path: call/jump to 0x055DDC,none,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A860 -> 0x055DDC.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,already_patched,not_needed,Medium,Auto-added callsite from disassembly: `jsr 0x55ddc` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x03A8E0,0x03AAE0,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A8E0 -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A8EC,0x03AAEC,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A8EC -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A8FC,0x03AAFC,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A8FC -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A908,0x03AB08,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A908 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A90E,0x03AB0E,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A90E -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A972,0x03AB72,Callsite feeding window path: call/jump to 0x03A552,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A972 -> 0x03A552.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3a552` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x03A99E,0x03AB9E,Callsite feeding window path: call/jump to 0x03AD3C,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A99E -> 0x03AD3C.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3ad3c`
0x03A9C6,0x03ABC6,Callsite feeding window path: call/jump to 0x03B926,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A9C6 -> 0x03B926.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b926` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A9D4,0x03ABD4,Callsite feeding window path: call/jump to 0x03B926,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A9D4 -> 0x03B926.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b926` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03AA68,0x03AC68,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AA68 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AA6E,0x03AC6E,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AA6E -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AA74,0x03AC74,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AA74 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AA7A,0x03AC7A,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AA7A -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AAB6,0x03ACB6,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AAB6 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AABC,0x03ACBC,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AABC -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AAC2,0x03ACC2,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AAC2 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AAC8,0x03ACC8,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AAC8 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AACE,0x03ACCE,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AACE -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AAD4,0x03ACD4,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AAD4 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AADA,0x03ACDA,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AADA -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AAE0,0x03ACE0,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AAE0 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AAE6,0x03ACE6,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AAE6 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AAEA,0x03ACEA,Direct C-window write: MOVE.W #0x2749 to 0xC09172 (PC080SN sprite config),C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> 0x03AAEA.,YES,Already NOPped. PC080SN internal register.,none,other,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03AB00,0x03AD00,Palette path instruction (movew) referencing CLCS shadow range,none,palette,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> instruction 0x03AB00 (Palette path instruction (movew) referencing CLCS shadow range).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,palette load,palette buffer,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `movew #1023,0x200022` in range `frontend_core`."
0x03AB12,0x03AD12,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AB12 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AB18,0x03AD18,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AB18 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AB1E,0x03AD1E,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AB1E -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AB42,0x03AD42,Lives reset writer: forces A5@(0x0100)=1 in continue/start transition,none,staging,active_conditional_frontend,frontend entry 0x03A008 -> 0x03AB28/0x03AB3A path -> 0x03AB42.,NO,State writer that directly changes lives display source.,VDP SAT,workram,unpatched,required_now_frontend,Medium,Lives anchor-related control path.
0x03ABBA,0x03ADBA,"Scroll clear: CLR.L 0xC20000 (Y-scroll register layer 0 — read-modify-write, crashes Genesis)",C,scroll,active_every_frame_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frame dispatch area 0x03B098 -> BSR path -> 0x03ABBA (VBlank/frame init).,YES,Already NOPped. CLR.L is read-modify-write on 68000; read phase crashes Genesis. Scroll handled by sync_arcade_scroll_to_vdp() post-tick.,VDP scroll write,register mirror,already_patched,not_needed,High,NOP'd. This was zeroing the scroll each frame. VDP scroll is now managed by sync_arcade_scroll_to_vdp().
0x03ABC0,0x03ADC0,Scroll clear: CLR.L 0xC40000 (X-scroll register layer 0 — same crash hazard),C,scroll,active_every_frame_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frame dispatch -> 0x03ABC0 (paired with 0x03ABBA).,YES,Already NOPped.,VDP scroll write,register mirror,already_patched,not_needed,High,NOP'd.
0x03ABC6,0x03ADC6,Callsite feeding window path: call/jump to 0x03AE64,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03ABC6 -> 0x03AE64.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3ae64`
0x03ABCC,0x03ADCC,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03ABCC -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03AC54,0x03AE54,Read probe bypass: CMPI.B #0x43 to 0xC09E87 + BNE (PC080SN register read),C,control/state,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> 0x03AC54.,YES,Bypassed; BRA forced to skip. C-window read crashes BlastEm.,none,register mirror,already_patched,not_needed,High,"Opcode replaced to BRA past probe. 0xC09E87 is PC080SN status register. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03AC64,0x03AE64,Callsite feeding window path: call/jump to 0x03A552,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03AC64 -> 0x03A552.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3a552` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x03AD3C,0x03AF3C,Init: word fill loop — clears C-window pages 1 and 3 with 0x0000,C,copy,init_only,"genesistan_run_original_frontend_tick() [startup_trampoline.s] ← startup_common calls init routines before JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine. Called from 0x3AF5E and 0x3AF6E (init path, not frame loop).",YES,Already NOPped. VDP nametable cleared separately by SGDK at startup.,VDP nametable write,other,already_patched,not_needed,High,NOP'd. Init-only fill loop targeting odd pages of C-window.
